count,tag,decision,kp_name
1,"Wolff重排",IGNORE,""
1,"烯酮",IGNORE,""
1,"光解",IGNORE,""
1,"烷基迁移",IGNORE,""
1,"甲醇加成",IGNORE,""
1,"配合物异构体",IGNORE,""
1,"经式结构",IGNORE,""
1,"电子数",IGNORE,""
1,"价电子构型",IGNORE,""
1,"酰碘水解",IGNORE,""
1,"醋酸合成",IGNORE,""
1,"催化循环",IGNORE,""
1,"酰碘",IGNORE,""
1,"有机反应",IGNORE,""
1,"Cativa法",IGNORE,""
1,"Ir配合物",IGNORE,""
1,"CO取代",IGNORE,""
1,"甲基迁移",IGNORE,""
1,"类比推理",IGNORE,""
1,"季铵盐",IGNORE,""
1,"Robinson增环",IGNORE,""
1,"酯水解",IGNORE,""
1,"脱羧反应",IGNORE,""
1,"氨基保护",REPLACE,"多肽合成"
1,"羟基保护",IGNORE,""
1,"反应条件选择",IGNORE,""
1,"甲酸",IGNORE,""
1,"ZE异构体",IGNORE,""
1,"负超共轭",IGNORE,""
1,"酸碱条件",IGNORE,""
1,"质子化",IGNORE,""
1,"pH控制",IGNORE,""
1,"酯交换",IGNORE,""
1,"分子内重排",IGNORE,""
1,"酰胺稳定性",IGNORE,""
1,"五元环中间体",IGNORE,""
1,"亲核加成消除",IGNORE,""
1,"SN2prime反应",IGNORE,""
1,"烯丙基重排",IGNORE,""
1,"烯烃异构体",IGNORE,""
1,"消除反应选择性",IGNORE,""
1,"水煤气变换反应",IGNORE,""
1,"多硫离子",IGNORE,""
1,"等比数列",IGNORE,""
1,"非氧化还原反应",IGNORE,""
1,"硼酸制备",IGNORE,""
1,"钚的氧化",IGNORE,""
1,"笑气",IGNORE,""
1,"硼氢化钠",IGNORE,""
1,"硼化镍",IGNORE,""
1,"待定系数法",IGNORE,""
1,"氟化物制备",IGNORE,""
1,"锰的氧化态变化",IGNORE,""
1,"磷化氢",IGNORE,""
1,"甲醛",IGNORE,""
1,"硫酸磷",IGNORE,""
1,"均分思想",IGNORE,""
1,"密度",IGNORE,""
1,"价键理论",IGNORE,""
1,"8电子规则",IGNORE,""
1,"P4S5",IGNORE,""
1,"热重分析",IGNORE,""
1,"热分解",IGNORE,""
1,"定量组成",IGNORE,""
1,"摩尔分数",IGNORE,""
1,"化学式",IGNORE,""
1,"电子对",IGNORE,""
1,"密度计算",IGNORE,""
1,"磷硫化物",IGNORE,""
1,"溶剂解反应",IGNORE,""
1,"配体交换",IGNORE,""
1,"磷硫化物制备",IGNORE,""
1,"浓硫酸",IGNORE,""
1,"硫化亚铁",IGNORE,""
1,"多中心π键",IGNORE,""
1,"对苯醌",IGNORE,""
1,"分子内亲核加成",IGNORE,""
1,"磁不等价氢",IGNORE,""
1,"分子内反应",REPLACE,"卤代内酯化反应"
1,"酯基反应性",IGNORE,""
1,"嵌段共聚物",IGNORE,""
1,"聚氨酯",IGNORE,""
1,"异氰酸酯",IGNORE,""
1,"加成聚合",IGNORE,""
1,"二硫键",IGNORE,""
1,"磺酸",IGNORE,""
1,"硫醇",REPLACE,"含硫化合物"
1,"胶束",REPLACE,"胶体与表面活性剂"
1,"疏水作用",REPLACE,"疏水相互作用"
1,"药物包载",IGNORE,""
1,"紫杉醇",IGNORE,""
1,"有机推断",IGNORE,""
1,"内酰胺",IGNORE,""
1,"Claisen缩合",IGNORE,""
1,"离子交换膜",IGNORE,""
1,"阴极还原",IGNORE,""
1,"氨的生成",IGNORE,""
1,"Kolbe电解",IGNORE,""
1,"二氧化碳",IGNORE,""
1,"羧酸根氧化",IGNORE,""
1,"Kolbe反应机理",IGNORE,""
1,"自由基偶联",IGNORE,""
1,"同位素组合",IGNORE,""
1,"加权平均",IGNORE,""
1,"分子离子峰",IGNORE,""
1,"β衰变",IGNORE,""
1,"半衰期公式",IGNORE,""
1,"放射性定年",IGNORE,""
1,"一级反应积分式",IGNORE,""
1,"联立方程",IGNORE,""
1,"Lu-Hf法",IGNORE,""
1,"联立方程求解",IGNORE,""
1,"同位素地球化学",IGNORE,""
1,"初始比值",IGNORE,""
1,"分压",IGNORE,""
1,"分解平衡",IGNORE,""
1,"多重平衡",IGNORE,""
1,"平衡常数表达式",IGNORE,""
1,"分压平衡常数",IGNORE,""
1,"反应耦合",IGNORE,""
1,"平衡常数换算",IGNORE,""
1,"氧化还原方程式配平",IGNORE,""
1,"硅化学",IGNORE,""
1,"氮化硅制备",IGNORE,""
1,"浓硫酸体系",IGNORE,""
1,"无水硫酸铜",IGNORE,""
1,"硼氢化钠还原",IGNORE,""
1,"碲化学",IGNORE,""
1,"硼砂",IGNORE,""
1,"复杂氧化还原配平",IGNORE,""
1,"蛇纹石",IGNORE,""
1,"磁铁矿",IGNORE,""
1,"磷氧化物结构",IGNORE,""
1,"三角双锥构型",IGNORE,""
1,"超价分子",IGNORE,""
1,"过渡金属反应",IGNORE,""
1,"钨/钼化学",IGNORE,""
1,"高温氨还原",IGNORE,""
1,"氮化物",IGNORE,""
1,"锗化学",IGNORE,""
1,"还原剂",IGNORE,""
1,"磷含氧酸",IGNORE,""
1,"钨蓝",IGNORE,""
1,"体心立方",IGNORE,""
1,"单斜晶胞",IGNORE,""
1,"Z值计算",IGNORE,""
1,"晶体对称性",IGNORE,""
1,"分子取向有序",IGNORE,""
1,"热力学相变",IGNORE,""
1,"结构作图",IGNORE,""
1,"EDT类配体",IGNORE,""
1,"桥连硫配位",IGNORE,""
1,"结构异构",REPLACE,"构造异构"
1,"Mn/Fe配位化学",IGNORE,""
1,"三棱柱场",IGNORE,""
1,"d2组态",IGNORE,""
1,"配位合成",IGNORE,""
1,"空气氧化",IGNORE,""
1,"二价锰氧化",IGNORE,""
1,"4π电环化",IGNORE,""
1,"顺旋/对旋",IGNORE,""
1,"给电子基效应",IGNORE,""
1,"烯基给电子",IGNORE,""
1,"银离子催化",IGNORE,""
1,"环丙烷开环",IGNORE,""
1,"阳离子开环",IGNORE,""
1,"一锅煮串联反应",IGNORE,""
1,"多米诺反应",IGNORE,""
1,"分子内捕获",IGNORE,""
1,"碳正离子捕获",IGNORE,""
1,"串联环化",IGNORE,""
1,"三元共聚物",IGNORE,""
1,"EPDM橡胶",IGNORE,""
1,"双烯烃",IGNORE,""
1,"底物结构效应",IGNORE,""
1,"离去基团",REPLACE,"离去基与pKa"
1,"亲核取代活性",IGNORE,""
1,"位阻效应",IGNORE,""
1,"苄基/烯丙基正离子",IGNORE,""
1,"环丙烯正离子芳香性",IGNORE,""
1,"离去能力",IGNORE,""
1,"醇的卤化",IGNORE,""
1,"环丙烯酮",IGNORE,""
1,"Appel反应类比",IGNORE,""
1,"氟化机理",IGNORE,""
1,"环丙烯开环",IGNORE,""
1,"副反应机理",IGNORE,""
1,"决速步",IGNORE,""
1,"含氧量计算",IGNORE,""
1,"过氧化氢",IGNORE,""
1,"电子质量",IGNORE,""
1,"气体推断",IGNORE,""
1,"标准态",IGNORE,""
1,"标准熵",IGNORE,""
1,"氧化态判断",IGNORE,""
1,"磁性",IGNORE,""
1,"质子守恒",IGNORE,""
1,"中子守恒",IGNORE,""
1,"离子识别",IGNORE,""
1,"矾类化合物",IGNORE,""
1,"化学式计算",IGNORE,""
1,"碱式盐",IGNORE,""
1,"定量分析",IGNORE,""
1,"铁钾矾",IGNORE,""
1,"电导测定",IGNORE,""
1,"相对分子质量",IGNORE,""
1,"配合物推断",IGNORE,""
1,"稀土元素",IGNORE,""
1,"簇合物结构",IGNORE,""
1,"原子间距",IGNORE,""
1,"余弦定理",IGNORE,""
1,"反演中心",REPLACE,"对称中心"
1,"原子替换",IGNORE,""
1,"电中性规则",IGNORE,""
1,"四重轴",IGNORE,""
1,"Pt-F化合物",IGNORE,""
1,"VSEPR",IGNORE,""
1,"氙化合物",IGNORE,""
1,"分解反应",IGNORE,""
1,"钙钛矿结构",REPLACE,"钙钛矿"
1,"同分异构",IGNORE,""
1,"分子式推断",IGNORE,""
1,"聚酰亚胺",IGNORE,""
1,"NCS",IGNORE,""
1,"机理推断",IGNORE,""
1,"单溴化",IGNORE,""
1,"C-H键",IGNORE,""
1,"C-D键",IGNORE,""
1,"光化学",REPLACE,"有机光化学"
1,"电环化",REPLACE,"电环化反应"
1,"HOMO-LUMO",IGNORE,""
1,"Woodward-Hoffmann规则",IGNORE,""
1,"还原反应",IGNORE,""
1,"缩酮保护",IGNORE,""
1,"维生素C合成",IGNORE,""
1,"糖类化学",IGNORE,""
1,"山梨糖",IGNORE,""
1,"磷鎓盐",IGNORE,""
1,"部分电荷",IGNORE,""
1,"茚三酮",IGNORE,""
1,"超酸",IGNORE,""
1,"酰基正离子",IGNORE,""
1,"内酯合成",REPLACE,"卤代内酯化反应"
1,"原料推断",IGNORE,""
1,"克酮酸",IGNORE,""
1,"不饱和度计算",IGNORE,""
1,"高分子",IGNORE,""
1,"硅化合物",IGNORE,""
1,"硫",IGNORE,""
1,"碳的同素异形体",IGNORE,""
1,"KP-团簇化合物",IGNORE,""
1,"KP-纳米材料制备",IGNORE,""
1,"KP-硫代硫酸根",IGNORE,""
1,"KP-硒化学",IGNORE,""
1,"KP-簇合物阳离子",IGNORE,""
1,"KP-八面体阴离子",IGNORE,""
1,"KP-抗磁性",IGNORE,""
1,"KP-高溴酸根制备",IGNORE,""
1,"KP-水热合成",IGNORE,""
1,"KP-二维材料",IGNORE,""
1,"KP-硫代乙酰胺水解",IGNORE,""
1,"KP-邻交叉相互作用",IGNORE,""
1,"KP-十氢合萘",IGNORE,""
1,"KP-Newman投影",IGNORE,""
1,"KP-不饱和度计算",IGNORE,""
1,"KP-立体异构体计数",IGNORE,""
1,"KP-Swern氧化机理",IGNORE,""
1,"KP-烷氧基硫鎓盐",IGNORE,""
1,"KP-烷氧基硫叶立德",IGNORE,""
1,"KP-分子内消除",IGNORE,""
1,"KP-有机锌试剂",IGNORE,""
1,"KP-烯醇硅醚",IGNORE,""
1,"KP-Finkelstein反应",IGNORE,""
1,"KP-高压化学",IGNORE,""
1,"KP-环状三聚体",IGNORE,""
1,"KP-团簇化学",IGNORE,""
1,"KP-锗宾化学",IGNORE,""
1,"KP-Zintl相",IGNORE,""
1,"KP-锗宾稳定性",IGNORE,""
1,"KP-双核配合物",IGNORE,""
1,"KP-配位几何",IGNORE,""
1,"KP-超氧配合物",IGNORE,""
1,"KP-高价金属中间体",IGNORE,""
1,"KP-铁化合物",IGNORE,""
1,"KP-绿锈",IGNORE,""
1,"KP-失重计算",IGNORE,""
1,"KP-离子方程式配平",IGNORE,""
1,"KP-绿锈形成与转化",IGNORE,""
1,"KP-热效应计算",IGNORE,""
1,"KP-蒸发焓",IGNORE,""
1,"KP-绿锈结构",IGNORE,""
1,"KP-层状化合物",IGNORE,""
1,"KP-离子取代",IGNORE,""
1,"KP-标准电池电动势",IGNORE,""
1,"KP-非水溶剂电化学",IGNORE,""
1,"KP-二茂铁内标",IGNORE,""
1,"KP-Gibbs自由能变",IGNORE,""
1,"KP-热力学循环",IGNORE,""
1,"KP-Hess定律",IGNORE,""
1,"KP-电化学与热力学关系",IGNORE,""
1,"KP-酸碱解离常数",IGNORE,""
1,"KP-pH计算",IGNORE,""
1,"KP-非水溶剂酸碱",IGNORE,""
1,"KP-电动势与平衡常数关系",IGNORE,""
1,"KP-van't Hoff等温式",IGNORE,""
1,"KP-晶体结构推断",IGNORE,""
1,"KP-配位多面体",IGNORE,""
1,"KP-立方八面体",IGNORE,""
1,"KP-密度计算",IGNORE,""
1,"KP-储氢量",IGNORE,""
1,"KP-晶体结构描述",IGNORE,""
1,"KP-八面体空隙",IGNORE,""
1,"KP-氧化数判断",IGNORE,""
1,"KP-有机氧化还原",IGNORE,""
1,"KP-缩酮水解",IGNORE,""
1,"KP-烯醇互变异构",IGNORE,""
1,"KP-构型翻转",IGNORE,""
1,"KP-酰基正离子",IGNORE,""
1,"KP-缩酮活化",IGNORE,""
1,"KP-四醋酸铅氧化",IGNORE,""
1,"KP-酚去芳构化",IGNORE,""
1,"KP-共轭多烯正离子",IGNORE,""
1,"KP-PhIOTf2氧化",IGNORE,""
1,"2迁移",IGNORE,""
1,"KP-碳正离子重排",IGNORE,""
1,"KP-环丙基稳定碳正离子",IGNORE,""
1,"KP-螺环化合物",IGNORE,""
1,"KP-共振稳定",IGNORE,""
1,"KP-熔盐化学",IGNORE,""
1,"KP-铜的化合物",IGNORE,""
1,"KP-银的化合物",IGNORE,""
1,"KP-光化学反应",IGNORE,""
1,"KP-锑的化合物",IGNORE,""
1,"KP-氯化亚砜",IGNORE,""
1,"KP-硅酸盐化学",IGNORE,""
1,"KP-环状硅酸盐",IGNORE,""
1,"KP-不对称合成",IGNORE,""
1,"KP-亚胺正离子",IGNORE,""
1,"KP-π-π堆积",IGNORE,""
1,"KP-溶剂性质",IGNORE,""
1,"KP-氟化学",IGNORE,""
1,"KP-芳香亲电取代",IGNORE,""
1,"KP-π配合物",IGNORE,""
1,"KP-多烯环化",IGNORE,""
1,"KP-串联反应",IGNORE,""
1,"KP-NBS",IGNORE,""
1,"KP-锂离子电池",IGNORE,""
1,"KP-卤化物化学",IGNORE,""
1,"KP-分子异构体",IGNORE,""
1,"KP-三角双锥",IGNORE,""
1,"KP-缺电子化合物",IGNORE,""
1,"KP-配离子结构",IGNORE,""
1,"KP-水解反应",IGNORE,""
1,"KP-定量分析",IGNORE,""
1,"KP-元素推断",IGNORE,""
1,"KP-太阳能电池材料",IGNORE,""
1,"KP-碘化学",IGNORE,""
1,"KP-磁矩计算",IGNORE,""
1,"KP-价层电子组态",IGNORE,""
1,"KP-电化学平衡",IGNORE,""
1,"KP-NMR定量分析",IGNORE,""
1,"KP-能斯特方程",IGNORE,""
1,"KP-热力学关系",IGNORE,""
1,"KP-电镀铜",IGNORE,""
1,"KP-电化学反应",IGNORE,""
1,"KP-晶胞计算",IGNORE,""
1,"KP-距离计算",IGNORE,""
1,"KP-磷酸盐矿物",IGNORE,""
1,"KP-化学式推导",IGNORE,""
1,"KP-晶体密度计算",IGNORE,""
1,"KP-摩尔质量计算",IGNORE,""
1,"KP-核反应",IGNORE,""
1,"KP-氦-3",IGNORE,""
1,"KP-核反应方程式",IGNORE,""
1,"KP-频哪醇重排",IGNORE,""
1,"KP-化学计量比",IGNORE,""
1,"KP-亲核取代",IGNORE,""
1,"KP-氧化试剂",IGNORE,""
1,"KP-产物推断",IGNORE,""
1,"KP-Zintl相化合物",IGNORE,""
1,"KP-分子结构",IGNORE,""
1,"KP-多重键",IGNORE,""
1,"KP-金属有机化学",IGNORE,""
1,"KP-硅化学",IGNORE,""
1,"KP-Zimmerman-Traxler模型",IGNORE,""
1,"KP-分子内亲核加成",IGNORE,""
1,"KP-Bürgi-Dunitz角",IGNORE,""
1,"KP-对映异构体",IGNORE,""
1,"KP-差向异构体",IGNORE,""
1,"KP-非对映异构体",IGNORE,""
1,"KP-复盐",IGNORE,""
1,"KP-过渡金属化学",IGNORE,""
1,"KP-歧化反应",IGNORE,""
1,"KP-离子交换",IGNORE,""
1,"KP-法拉第定律",IGNORE,""
1,"KP-电极反应",IGNORE,""
1,"KP-不定方程",IGNORE,""
1,"KP-元素化学",IGNORE,""
1,"KP-配合物结构",IGNORE,""
1,"KP-桥连配体",IGNORE,""
1,"KP-配合物合成",IGNORE,""
1,"KP-氮化学",IGNORE,""
1,"KP-硫化学",IGNORE,""
1,"KP-异构体",IGNORE,""
1,"KP-八隅律",IGNORE,""
1,"KP-酸解离常数",IGNORE,""
1,"KP-质谱分析",IGNORE,""
1,"KP-配合物反应",IGNORE,""
1,"KP-d电子排布",IGNORE,""
1,"KP-通式推导",IGNORE,""
1,"KP-原子坐标",IGNORE,""
1,"KP-晶胞几何",IGNORE,""
1,"KP-化学生物学",IGNORE,""
1,"KP-分子间作用力",IGNORE,""
1,"KP-亲水疏水作用",IGNORE,""
1,"KP-膜电位",IGNORE,""
1,"KP-电化学计算",IGNORE,""
1,"KP-Stokes-Einstein方程",IGNORE,""
1,"KP-线性回归",IGNORE,""
1,"KP-表面积计算",IGNORE,""
1,"KP-van't Hoff方程, KP-热力学计算, [[化学势与平衡]]",IGNORE,""
1,"KP-疏水效应",IGNORE,""
1,"KP-键偶极矩",IGNORE,""
1,"KP-矢量加和",IGNORE,""
1,"KP-酮烯醇互变异构",IGNORE,""
1,"KP-溶剂效应",IGNORE,""
1,"KP-pKa",IGNORE,""
1,"KP-Woodward-Hoffmann规则",IGNORE,""
1,"KP-α氢酸性",IGNORE,""
1,"KP-羧酸衍生物",IGNORE,""
1,"KP-加成消除机理",IGNORE,""
1,"KP-羧基活化",IGNORE,""
1,"KP-人名反应",IGNORE,""
1,"KP-亲核加成消除",IGNORE,""
1,"KP-离去基团",IGNORE,""
1,"KP-化学选择性",IGNORE,""
1,"KP-Ireland-Claisen重排",IGNORE,""
1,"KP-SN2'反应, [[立体化学]], KP-绝对构型, KP-分子内反应",IGNORE,""
1,"KP-Friedel-Crafts烷基化",IGNORE,""
1,"KP-Lewis酸",IGNORE,""
1,"KP-亲核性",IGNORE,""
1,"KP-离子键与共价键",IGNORE,""
1,"二元化合物",IGNORE,""
1,"金属置换反应",IGNORE,""
1,"化学史",IGNORE,""
1,"王水",IGNORE,""
1,"标准电动势",IGNORE,""
1,"Cahn-Ingold-Prelog规则",IGNORE,""
1,"绝对构型",REPLACE,"R/S构型"
1,"手性硫",IGNORE,""
1,"极性",IGNORE,""
1,"极性比较",IGNORE,""
1,"E/Z构型",IGNORE,""
1,"立体结构",IGNORE,""
1,"信封式过渡态",IGNORE,""
1,"R/S构型",REPLACE,"立体化学"
1,"离子型机理",IGNORE,""
1,"三元环中间体",IGNORE,""
1,"扭转张力",IGNORE,""
1,"浓度计算",IGNORE,""
1,"电子转移守恒",IGNORE,""
1,"氧化产物推断",IGNORE,""
1,"碱性条件",IGNORE,""
1,"HOMO-LUMO能级差",IGNORE,""
1,"自由基机理",IGNORE,""
1,"σ键均裂",IGNORE,""
1,"颜色变化",IGNORE,""
1,"对数关系",IGNORE,""
1,"力学计算",IGNORE,""
1,"力致变构",IGNORE,""
1,"两性分子",IGNORE,""
1,"酸碱平衡计算",REPLACE,"酸碱平衡"
1,"不等式求解",IGNORE,""
1,"等电点",REPLACE,"氨基酸与等电点"
1,"静电作用",IGNORE,""
1,"疏水效应",REPLACE,"疏水相互作用"
1,"非键相互作用",IGNORE,""
1,"胶束结构",IGNORE,""
1,"静电排斥",IGNORE,""
1,"临界打包参数",IGNORE,""
1,"晶胞化学组成",IGNORE,""
1,"正当晶胞",IGNORE,""
1,"平移对称性",IGNORE,""
1,"简单六方堆积",IGNORE,""
1,"三棱柱空隙",IGNORE,""
1,"几何关系",IGNORE,""
1,"Zintl相",IGNORE,""
1,"简单立方结构",IGNORE,""
1,"晶胞化学式",IGNORE,""
1,"勾股定理",IGNORE,""
1,"堆积-填隙模型",IGNORE,""
1,"层状结构",IGNORE,""
1,"层间距计算",IGNORE,""
1,"萤石型结构",IGNORE,""
1,"氧空位",IGNORE,""
1,"投影图",REPLACE,"晶胞投影图分析"
1,"试剂位置",IGNORE,""
1,"空气扩散防护",IGNORE,""
1,"过滤",IGNORE,""
1,"键级计算",IGNORE,""
1,"d轨道",REPLACE,"原子轨道"
1,"电荷平衡",IGNORE,""
1,"除水试剂",IGNORE,""
1,"回流操作",IGNORE,""
1,"异相反应",IGNORE,""
1,"配体场理论",IGNORE,""
1,"键长比较",IGNORE,""
1,"π给体",IGNORE,""
1,"三级胺",IGNORE,""
1,"van't Hoff方程, [[平衡常数]], 温度计算",IGNORE,""
1,"离子交换树脂",IGNORE,""
1,"物种推断",IGNORE,""
1,"化学平衡移动",IGNORE,""
1,"电化学反应",IGNORE,""
1,"半反应",IGNORE,""
1,"膜分离",IGNORE,""
1,"电子传导",IGNORE,""
1,"复合材料",IGNORE,""
1,"碳纳米管",IGNORE,""
1,"主动运输",IGNORE,""
1,"电化学装置",IGNORE,""
1,"能量转换",IGNORE,""
1,"气体流量计算",IGNORE,""
1,"ppm换算",IGNORE,""
1,"酸性比较",IGNORE,""
1,"Hinsberg反应",IGNORE,""
1,"溴水试验",IGNORE,""
1,"胺的鉴别",IGNORE,""
1,"s成分",IGNORE,""
1,"吡啶型氮",IGNORE,""
1,"pKa估计",IGNORE,""
1,"金属-卤素交换",IGNORE,""
1,"攫氢反应",IGNORE,""
1,"副产物推断",IGNORE,""
1,"共振杂化体",REPLACE,"共振论"
1,"碘仿反应",IGNORE,""
1,"羧酸卤代",IGNORE,""
1,"氧化断键",IGNORE,""
1,"致活基团",IGNORE,""
1,"致钝基团",IGNORE,""
1,"邻对位定位",IGNORE,""
1,"热力学稳定性",IGNORE,""
1,"氟原子效应",IGNORE,""
1,"σ配合物稳定性",IGNORE,""
1,"外消旋体",IGNORE,""
1,"芳香亲电溴代",IGNORE,""
1,"单电子转移",REPLACE,"Wurtz偶联"
1,"阴离子自由基",IGNORE,""
1,"闭壳层结构",IGNORE,""
1,"van der Waals方程",IGNORE,""
1,"相图",IGNORE,""
1,"Langmuir吸附",REPLACE,"表面与界面化学"
1,"晶体结构基础",IGNORE,""
1,"Le Châtelier原理",IGNORE,""
1,"R-S构型",IGNORE,""